時間,新營流量,新營溫度,新營壓力,太保壓力南,太保壓力北,民雄壓力,民雄溫度,民雄流量
2021-11-03 21:00:25,-0.13848618953151101,27.641649999999998,10.4371296334732,9.5778571083854693,5.54142637987181,3.68910270105295,28.6358003967648,-0.71928887532427199
2021-11-03 21:00:26,-0.13775370059514799,27.641649999999998,10.4373013012895,9.5762128525827794,5.5403695498779202,3.6808622005188498,28.635670685182401,-0.59926751106363796
2021-11-03 21:00:27,-0.13713566305508901,27.645569999999999,10.435933323378601,9.5759231631428392,5.5413244521059104,3.7188737982603399,28.635655424996202,-0.67358461773233402
2021-11-03 21:00:28,-0.13415992675110899,27.645569999999999,10.437033070326599,9.5766795744582591,5.5417589862658403,3.6900320463909702,28.635457042575901,-0.591255913322144
2021-11-03 21:00:29,-0.13111551960934101,27.66366,10.4361371789104,9.5764354842820101,5.54167851697696,3.7258507553792199,28.635273920341799,-0.72199755837021895
2021-11-03 21:00:30,-0.12855180833206101,27.66366,10.435944052617099,9.5762343110598191,5.5413727336792302,3.6733084083625802,28.635449412482799,-0.64562032656797597
2021-11-03 21:00:31,-0.133278650999542,27.617709999999999,10.4384010482375,9.5763174626583307,5.5419413833206201,3.7184434610102199,28.6349916068976,-0.652487410346409
2021-11-03 21:00:32,-0.130714939722263,27.617709999999999,10.436367857538499,9.5767010329353006,5.5437868123454903,3.7103631924309499,28.6352815504349,-0.705096902182206
2021-11-03 21:00:33,-0.129650541736609,27.650829999999999,10.437333489005001,9.5766044697886503,5.5450367686326896,3.7050434915306001,28.6351823592248,-0.63558675415839505
2021-11-03 21:00:34,-0.131687776590873,27.650829999999999,10.4350588904395,9.5765883759308696,5.54512260254082,3.7194277430184699,28.635403631924301,-0.73588432778880697
2021-11-03 21:00:35,-0.13158477033419599,27.651820000000001,10.436775568602201,9.5766393398138305,5.5452298949259902,3.7225225087746101,28.634884785594402,-0.67945978940942897
2021-11-03 21:00:36,-0.13120708072638401,27.651820000000001,10.436432232969601,9.57637379116054,5.5454552089348397,3.7184755074011901,28.634854265222,-0.68476270410499296
2021-11-03 21:00:37,-0.128483137494279,27.65699,10.4361640020067,9.5763657442316497,5.5448651008164198,3.69232565237296,28.634640622615599,-0.667633145124371
2021-11-03 21:00:38,-0.13279795513505299,27.65699,10.437848492453799,9.5766768921486296,5.5456215121318504,3.70897604150771,28.634808484663498,-0.63619716160536899
2021-11-03 21:00:39,-0.13026857927666799,27.626149999999999,10.4346726378529,9.5761645710094605,5.5443769204639102,3.7242301236075099,28.6349916068976,-0.73382420265527704
2021-11-03 21:00:40,-0.128357240958341,27.626149999999999,10.437290572050999,9.5762960041812892,5.5445754113764698,3.7042514878681501,28.634579581870899,-0.90988860064092403
2021-11-03 21:00:41,-0.13159621547382899,27.657340000000001,10.4376500015413,9.5765213181901405,5.5448543715779,3.70551503128338,28.633999694796302,-0.69128643369448695
2021-11-03 21:00:42,-0.135567678925681,27.657340000000001,10.4371349980925,9.5767224914123297,5.5454498443155797,3.7085640164810001,28.6344346101022,-0.57126506943385302
2021-11-03 21:00:43,-0.133072638486189,27.649480000000001,10.4364161391119,9.5764059788760907,5.5443822850831701,3.72939874866473,28.6342438577751,-0.64825270868305296
2021-11-03 21:00:44,-0.13583091713718801,27.649480000000001,10.4373764059591,9.5761618886998292,5.54553031360446,3.7031207080726398,28.634465130474599,-0.67827712498092496
2021-11-03 21:00:45,-0.12868915000763201,27.669060000000002,10.436834579414001,9.5766232459560499,5.5452191656874703,3.7069433847092901,28.634289638333598,-0.61922020448650295
2021-11-03 21:00:46,-0.130703494582635,27.669060000000002,10.437810940119,9.5761028778879904,5.5442749926979999,3.6978650999542202,28.634014954982501,-0.59667327941400405
2021-11-03 21:00:47,-0.13014268274073101,27.673020000000001,10.4352305582558,9.5763201449679496,5.5447148914771898,3.7190843888295402,28.634175186937298,-0.65160994964138297
2021-11-03 21:00:48,-0.130772165420417,27.673020000000001,10.4369955179918,9.5767359029604808,5.5454873966503904,3.6737204333892901,28.633786052189802,-0.62284449870288505
2021-11-03 21:00:49,-0.12801388676941799,27.646380000000001,10.4373281243858,9.5762986864909205,5.5450904148252702,3.74112772775828,28.634175186937298,-0.72249351442087995
2021-11-03 21:00:50,-0.13015412788035799,27.662410000000001,10.4357455617046,9.5760975132687296,5.5446183283305404,3.6727086830459301,28.634121776285699,-0.69750495956050296
2021-11-03 21:00:51,-0.129570425759193,27.662410000000001,10.4382347450404,9.5766983506256693,5.5452352595452403,3.7297833053563298,28.633686860979701,-0.77907065466198
2021-11-03 21:00:52,-0.13152754463604699,27.662410000000001,10.436448326827399,9.5764220727338607,5.5445593175186998,3.7074927514115701,28.634343048985201,-0.66076606134595495
2021-11-03 21:00:53,-0.13406836563405999,27.632400000000001,10.435187641301701,9.5761538417709406,5.54498848705936,3.7316419960323501,28.6335876697696,-0.55890431863269097
2021-11-03 21:00:54,-0.127235617274533,27.635739999999998,10.437794846261299,9.5762772280138897,5.5454444796963198,3.7049198840225799,28.6335266290249,-0.74725316648863105
2021-11-03 21:00:55,-0.12880360140393601,27.635739999999998,10.4365770776896,9.5767707729856593,5.5472308979093503,3.6885624904623802,28.6336639707004,-0.56928124523119294
2021-11-03 21:00:56,-0.13169922173050599,27.635739999999998,10.436083532717801,9.5762557695368606,5.5469036561346003,3.71935449412483,28.633168014649801,-0.68461010224325403
2021-11-03 21:00:57,-0.12780787425606499,27.641310000000001,10.436936507179899,9.5763281918968399,5.54725772100565,3.7223256523729602,28.6330840836258,-0.365748512131848
2021-11-03 21:00:58,-0.13502975736303699,27.619669999999999,10.437269113573899,9.5765159535708797,5.5480624138944004,3.6710514268274101,28.633061193346599,-0.73378605218983395
2021-11-03 21:00:59,-0.137044101938045,27.619669999999999,10.4354719661224,9.5727499908515199,5.5471075116664101,3.6917121928887502,28.633229055394501,-0.57569052342439098
2021-11-03 21:01:00,-0.13221425301388801,27.623190000000001,10.4378323985961,9.5733856982336292,5.5479980384632999,3.7253242789562,28.633129864184301,-0.66782389745155302
2021-11-03 21:01:01,-0.13348466351289501,27.623190000000001,10.4369955179918,9.5750862825385301,5.5476171504959604,3.7215656951014799,28.6326262780406,-0.67709446055242095
2021-11-03 21:01:02,-0.13279795513505299,27.611799999999999,10.435235922875,9.5759231631428392,5.5471933455745503,3.7402395849229402,28.6327788799023,-0.65630245688997302
2021-11-03 21:01:03,-0.13127575156416699,27.611799999999999,10.4369043194644,9.57637379116054,5.54798730922478,3.69268731878529,28.632862810926301,-0.60136578666259399
2021-11-03 21:01:04,-0.12982221883106801,27.611799999999999,10.435691915512001,9.5768941592285994,5.5481965293758604,3.7229482679688699,28.632763619716201,-0.68972226461163499
2021-11-03 21:01:05,-0.13367923088661501,27.58914,10.4251343448115,9.5763711088509105,5.5474347534411699,3.7243125286128498,28.632183732641501,-0.58328246604609402
2021-11-03 21:01:06,-0.13008545704257601,27.58914,10.4219102086373,9.5755637336525297,5.5475474104456,3.7242301236075099,28.632420265527202,-0.65370822524035599
2021-11-03 21:01:07,-0.129181291011748,27.599409999999999,10.426829564497201,9.5756093329162209,5.5480034030825598,3.6775431100259399,28.631924309476599,-0.65019838242026995
2021-11-03 21:01:08,-0.130806500839311,27.599409999999999,10.427736185151799,9.5748556039104198,5.5475795981611498,3.7008408362581999,28.632221883107,-0.70280787425606694
2021-11-03 21:01:09,-0.12913551045322599,27.62773,10.4228972985808,9.5749199793415194,5.5465334974057701,3.6849183580039702,28.632206622920801,-0.64069891652677702
2021-11-03 21:01:10,-0.12841446665649101,27.62773,10.423428395887401,9.5748100046467304,5.5482501755684401,3.7021638943995101,28.6317564474287,-0.69296505417366905
2021-11-03 21:01:11,-0.13103540363192501,27.615189999999998,10.4245710597894,9.5762852749427694,5.5474776703952404,3.7411368838699799,28.6321074317107,-0.68983671600793095
2021-11-03 21:01:12,-0.13148176407751999,27.615189999999998,10.425579608210001,9.5763147803486994,5.5474240242026598,3.7300305203723498,28.632145582176101,-0.61544330840836503
2021-11-03 21:01:13,-0.126022432473676,27.618120000000001,10.4283531163665,9.5766473867427102,5.5475205873493101,3.70221425301389,28.631954829848901,-0.64317869678009798
2021-11-03 21:01:14,-0.13129864184343301,27.618120000000001,10.429082704585699,9.5769102530863695,5.5479282984129403,3.7250862200518799,28.631886159011099,-0.63345032809399604
2021-11-03 21:01:15,-0.135441782389743,27.642710000000001,10.429082704585699,9.5763094157294404,5.5479497568899703,3.6958919578818898,28.631611475660002,-0.57965817182969503
2021-11-03 21:01:16,-0.133072638486189,27.642710000000001,10.4243081934457,9.5765186358805092,5.5474883996337603,3.7342102853654802,28.631519914542999,-0.80821761025484296
2021-11-03 21:01:17,-0.13716999847398301,27.631219999999999,10.4253060126278,9.5764274373531197,5.5490012222646099,3.6996276514573498,28.6317945978941,-0.67972684266748096
2021-11-03 21:01:18,-0.13437738440409,27.631219999999999,10.426158987089901,9.5764649896879295,5.5487490851594696,3.7106836563406098,28.631283381657301,-0.61082710209064395
2021-11-03 21:01:19,-0.133187089882499,27.633430000000001,10.4198448302228,9.5762960041812892,5.5485076772928403,3.7188829543720399,28.631626735846201,-0.70387608728825801
2021-11-03 21:01:20,-0.130875171677094,27.633430000000001,10.421776093155801,9.5753732896688497,5.5510773299175904,3.6997604150770602,28.6314665038913,-0.72134900045780204
2021-11-03 21:01:21,-0.13351899893178901,27.621469999999999,10.421427392904,9.5732730412292106,5.5504603987028798,3.7305432626277999,28.6309476575614,-0.66854875629482202
2021-11-03 21:01:22,-0.13010834732183699,27.621469999999999,10.418686072463,9.5716153738783802,5.55099149600946,3.6814756600030498,28.630863726537498,-0.68598351899893995
2021-11-03 21:01:23,-0.12994811536700501,27.665759999999999,10.4186914370823,9.5694668438654098,5.5513831132153202,3.6995956050663801,28.631001068212999,-0.69048527392034798
2021-11-03 21:01:24,-0.130749275141156,27.665759999999999,10.4225164106135,9.5733964274721508,5.5512275392568302,3.71228139783305,28.630535632534698,-0.61574851213184301
2021-11-03 21:01:25,-0.128082557607201,27.662590000000002,10.4205797830612,9.57245493679231,5.5510022252479798,3.70202197466809,28.630459331603799,-0.63852433999695102
2021-11-03 21:01:26,-0.12936441324584,27.660530000000001,10.420198895093799,9.5723717851938002,5.5510397775827904,3.7084312528612902,28.630627193651801,-0.93964596368076103
2021-11-03 21:01:27,-0.13134442240195501,27.660530000000001,10.422221356554299,9.5733266874217904,5.5513992070731,3.7006851823592299,28.630520372348499,-0.716618342743786
2021-11-03 21:01:28,-0.13253471692354599,27.660530000000001,10.4227578184801,9.5727660847092899,5.5513777485960603,3.7055699679536098,28.630123607508001,-0.69746680909507697
2021-11-03 21:01:29,-0.12886082710209101,27.654969999999999,10.4191796174348,9.5723181390012204,5.5511577992064698,3.74589806195636,28.630764535327302,-0.69281245231191302
2021-11-03 21:01:30,-0.129650541736609,27.654969999999999,10.418374924546001,9.5703573706622898,5.5507983697161603,3.6878391576377201,28.630459331603799,-0.83229055394475104
2021-11-03 21:01:31,-0.13122997100564501,27.600770000000001,10.4216312484358,9.5728814240233504,5.5508681097665198,3.75450480695865,28.6302380589043,-0.66374179764993702
2021-11-03 21:01:32,-0.13731878528918101,27.600770000000001,10.4250324170456,9.5707972694414796,5.5509593082939102,3.7289317869678,28.630337250114501,-0.69769571188768498
2021-11-03 21:01:33,-0.134446055241872,27.602519999999998,10.423927305478401,9.5692442121661792,5.5515118640775203,3.75268731878529,28.6307569052342,-0.759117961239132
2021-11-03 21:01:34,-0.13269494887837699,27.602519999999998,10.425890756127,9.5709099264458999,5.5512221746375703,3.7051487868152,28.630093087135698,-0.74889363650236995
2021-11-03 21:01:35,-0.12982221883106801,27.63298,10.4264379472913,9.5716180561880098,5.5506535249961804,3.6868502975736299,28.629650541736599,-0.650579887074618
2021-11-03 21:01:36,-0.13258049748206699,27.592790000000001,10.424506684358301,9.5691154613039799,5.5504013878910401,3.71586601556539,28.629841294063802,-0.50858385472303302
2021-11-03 21:01:37,-0.128139783305355,27.592790000000001,10.4219906779261,9.5672029745383806,5.5511846223027597,3.7070074774912198,28.630123607508001,-0.75583702121165497
2021-11-03 21:01:38,-0.13147031893789199,27.592790000000001,10.419474671493999,9.5692200713795206,5.5518283766137602,3.7151930413551,28.630039676484099,-0.67503433541889102
2021-11-03 21:01:39,-0.13175644742866099,27.583279999999998,10.423364020456299,9.5698450495231207,5.5505033156569503,3.73319395696628,28.629566610712601,-0.61574851213184301
2021-11-03 21:01:40,-0.13262627804059399,27.638739999999999,10.426421853433499,9.5684985300892702,5.5510129544864899,3.7444559743628898,28.6295437204334,-0.59636807569052597
2021-11-03 21:01:41,-0.129684877155503,27.638739999999999,10.423648345277,9.5695446308446499,5.5514904056004903,3.7274210285365501,28.629749732946699,-0.72882649168319102
2021-11-03 21:01:42,-0.13267205859911599,27.615079999999999,10.4239004823821,9.5691771544254607,5.5532124483824203,3.7239050816420001,28.629207996337598,-0.72272241721348895
2021-11-03 21:01:43,-0.13141309323973699,27.615079999999999,10.424259911872401,9.56721638608653,5.5543014660918697,3.7060231954829801,28.6291393254998,-0.530482221883115
2021-11-03 21:01:44,-0.13122997100564501,27.629709999999999,10.4195819638791,9.5677930826568005,5.5547360002517996,3.7017106668701398,28.629078284755099,-0.71318480085456903
2021-11-03 21:01:45,-0.13113840988860201,27.629709999999999,10.420467126056799,9.5673451369487292,5.55414589213337,3.7093102395849198,28.628727300473098,-0.78437356935754399
2021-11-03 21:01:46,-0.130714939722263,27.61299,10.4240721501984,9.5672512561116996,5.5542800076148398,3.7420387608728798,28.628628109262898,-0.70441019380436198
2021-11-03 21:01:47,-0.13110407446970801,27.61299,10.423771731519899,9.5674819347398099,5.5549666788799001,3.7064260643979901,28.628589958797502,-0.66896841141461405
2021-11-03 21:01:48,-0.133393102395852,27.61299,10.4220872410728,9.5671359167976497,5.5544248523348099,3.7294491072791098,28.628513657866598,-0.78113077979551004
2021-11-03 21:01:49,-0.13568213032199,27.606259999999999,10.4214810390966,9.5671788337517203,5.5540385997482096,3.6983412177628598,28.628681519914501,-0.76400122081488797
2021-11-03 21:01:50,-0.135396001831221,27.606259999999999,10.420021862658301,9.5671466460361696,5.5549452204028702,3.7117228750190798,28.628605218983701,-0.71677094460552504
2021-11-03 21:01:51,-0.13252327178391801,27.622440000000001,10.4185144046467,9.5673558661872402,5.5542478198992802,3.7058400732488899,28.628307645353299,-0.74507858995880505
2021-11-03 21:01:52,-0.133038303067295,27.622440000000001,10.420161342759,9.5671841983709704,5.5541780798489304,3.7192995574546002,28.628361056004898,-0.80631008698307005
2021-11-03 21:01:53,-0.13240882038760801,27.605319999999999,10.418884563375601,9.5675677686479492,5.5548808449717697,3.7619441477186002,28.628094002746799,-0.70727147871204799
2021-11-03 21:01:54,-0.12868915000763201,27.605319999999999,10.420971400267099,9.5673639131161305,5.5545589678162699,3.7359041660308199,28.628277124980901,-0.64222493514420198
2021-11-03 21:01:55,-0.130806500839311,27.596409999999999,10.418981126522199,9.5675570394094294,5.5542746429955798,3.70548756294827,28.627865099954199,-0.70864489546771803
2021-11-03 21:01:56,-0.133209980161759,27.596409999999999,10.4200004041813,9.5675060755264791,5.5549827727376799,3.7296963222951298,28.628094002746799,-0.78040592095224104
2021-11-03 21:01:57,-0.13092095223561601,27.634409999999999,10.4185358631238,9.5673290430909503,5.55455360319701,3.7394796276514599,28.627392034182801,-0.58610560048831895
2021-11-03 21:01:58,-0.12982221883106801,27.634409999999999,10.418873834137001,9.5670849529146995,5.5539366719823002,3.72076453532733,28.627285212879599,-0.40443308408362999
2021-11-03 21:01:59,-0.133038303067295,27.639060000000001,10.4198448302228,9.5674443824050108,5.5554119422783401,3.6971600793529702,28.627208911948699,-0.71501602319548996
2021-11-03 21:02:00,-0.13113840988860201,27.639060000000001,10.418063776628999,9.5672673499694803,5.5542692783763199,3.6848908896688499,28.626728216084199,-0.65443308408362599
2021-11-03 21:02:01,-0.12986799938959501,27.628029999999999,10.4190723250496,9.56717078682283,5.5545214154814602,3.72917900198382,28.626766366549699,-0.70895009919121299
2021-11-03 21:02:02,-0.129593316038454,27.628029999999999,10.418450029215601,9.5676106856020091,5.5550739712650703,3.6993941706088802,28.627163131390201,-0.716618342743786
2021-11-03 21:02:03,-0.13122997100564501,27.595140000000001,10.419828736365,9.5671493283457991,5.5544463108118398,3.7394384251487902,28.627247062414199,-0.66687013581565802
2021-11-03 21:02:04,-0.130714939722263,27.595140000000001,10.4195229530673,9.5671976099191198,5.5539259427437804,3.7273294674195001,28.6267739966428,-0.68312223409125405
2021-11-03 21:02:05,-0.13625438730352701,27.619440000000001,10.420118425805001,9.5677367541545895,5.5563453860293004,3.7602640012208202,28.627308103158899,-0.78765450938502202
2021-11-03 21:02:06,-0.13530444071417799,27.619440000000001,10.418519769266,9.56730490230429,5.5561576243552597,3.7108118419044702,28.6269800091561,-0.72207385930108903
2021-11-03 21:02:07,-0.135590569204947,27.620349999999998,10.418283726018601,9.5671439637265401,5.5575416961239101,3.7225133526629,28.6267739966428,-0.63459484205707395
2021-11-03 21:02:08,-0.13362200518846501,27.615629999999999,10.419657068548799,9.5676106856020091,5.5580781580497503,3.66336029299557,28.6265603540363,-0.513200061040753
2021-11-03 21:02:09,-0.13348466351289501,27.615629999999999,10.419372743728101,9.5677743064893903,5.5580459703341996,3.7402395849229402,28.626781626735799,-0.59083625820235297
2021-11-03 21:02:10,-0.13274072943689899,27.615629999999999,10.4185304985045,9.5671895629902295,5.5578099270868302,3.7024614680299099,28.626575614222499,-0.78017701815961504
2021-11-03 21:02:11,-0.130726384861896,27.60304,10.4194800361132,9.5674282885472302,5.5584751398748704,3.7349153059667302,28.6265985045018,-0.68007019685640202
2021-11-03 21:02:12,-0.13147031893789199,27.60304,10.4191742528155,9.5673558661872402,5.5582927428200799,3.71608118419045,28.6269647489699,-0.70585991149091798
2021-11-03 21:02:13,-0.131790782847549,27.62837,10.419388837585799,9.5671305521783907,5.5571822666336104,3.7449504043949302,28.626453532733098,-0.73851670990386797
2021-11-03 21:02:14,-0.130772165420417,27.658909999999999,10.419630245452501,9.5672271153250392,5.5578099270868302,3.7294262169998502,28.626567984129402,-0.67976499313292404
2021-11-03 21:02:15,-0.12737295895009801,27.658909999999999,10.418788000228901,9.5675489924805408,5.5586521723103903,3.7216114756600001,28.6267129558981,-0.63902029604761201
2021-11-03 21:02:16,-0.13262627804059399,27.658909999999999,10.4175916901343,9.5673907362124204,5.5582820135815698,3.7279200366244498,28.6267511063635,-0.66023195482984998
2021-11-03 21:02:17,-0.133175644742866,27.63402,10.420907024836,9.5674202416183398,5.5579923241416198,3.73058446513047,28.626819777201302,-0.77289027926140796
2021-11-03 21:02:18,-0.13118419044712301,27.621729999999999,10.418385653784499,9.5673397723294702,5.5574826853120696,3.71424538379368,28.626728216084199,-0.65305966732793896
2021-11-03 21:02:19,-0.12887227224172401,27.621729999999999,10.419683891645001,9.5674953462879593,5.5583249305356297,3.7054463604455998,28.626720585991201,-0.81699221730505001
2021-11-03 21:02:20,-0.129547535479932,27.621729999999999,10.4191903466733,9.5672271153250392,5.5580137826186498,3.7336242942163902,28.626392491988401,-0.71619868762399397
2021-11-03 21:02:21,-0.13150465435678099,27.597020000000001,10.419399566824399,9.5668113573325204,5.5572573713032201,3.7366732794140098,28.625873645658501,-0.65908744086677296
2021-11-03 21:02:22,-0.136735083168016,27.578410000000002,10.419029408095501,9.5675141224553606,5.5584429521593197,3.7416816725164002,28.6253471692355,-0.76121623683808803
2021-11-03 21:02:23,-0.13703265679841201,27.578410000000002,10.4204885845338,9.5675677686479492,5.55824982586602,3.6972882649168302,28.625591332214299,-0.70467724706241397
2021-11-03 21:02:24,-0.13712421791546101,27.576809999999998,10.418788000228901,9.5672217507057802,5.55770263470166,3.72149244620784,28.6255379215626,-0.69258354951930401
2021-11-03 21:02:25,-0.13005112162368199,27.576809999999998,10.4171625205936,9.5671117760109894,5.5572305482069302,3.7197939874866499,28.625293758583901,-0.63505264764230795
2021-11-03 21:02:26,-0.132042575919424,27.589490000000001,10.419367379108801,9.5676214148405307,5.5581210750038101,3.7290416603082601,28.625049595605098,-0.65584465130473801
2021-11-03 21:02:27,-0.130611933465586,27.589490000000001,10.418954303425901,9.5672190683961507,5.5576060715550097,3.7152159316343698,28.624935144208798,-0.65691286433694696
2021-11-03 21:02:28,-0.13076072028079,27.619800000000001,10.4175755962765,9.5669830251487902,5.5574773206928096,3.7386922020448701,28.6247520219747,-0.84499465893483505
2021-11-03 21:02:29,-0.13034869525408399,27.619800000000001,10.4188362818022,9.5677072487486594,5.5588184755074002,3.7303555623378601,28.625110636349799,-0.719250724858846
2021-11-03 21:02:30,-0.13152754463604699,27.619800000000001,10.418546592362301,9.5675919094346096,5.5591832696169696,3.6966290248740998,28.624912253929502,-0.64222493514420198
2021-11-03 21:02:31,-0.13034869525408399,27.568919999999999,10.4191742528155,9.5673344077102094,5.5592637389058499,3.6992156264306399,28.624813062719401,-0.75156416908285595
2021-11-03 21:02:32,-0.12799099649015699,27.568919999999999,10.4181978921105,9.5675919094346096,5.5607551030596696,3.71993590721807,28.624706241416099,-0.65748512131847703
2021-11-03 21:02:33,-0.13247749122539099,27.622859999999999,10.420037956516101,9.5677313895353304,5.5607604676789304,3.70947047153975,28.6247520219747,-0.72195940790477597
2021-11-03 21:02:34,-0.13245460094613001,27.622859999999999,10.418970397283699,9.5673397723294702,5.5603366627575204,3.7173538837173798,28.6242713261102,-0.71913627346253295
2021-11-03 21:02:35,-0.130852281397833,27.579280000000001,10.4202471766672,9.5675302163131395,5.5607980200137401,3.7492400427285202,28.624431558065002,-0.74225545551656202
2021-11-03 21:02:36,-0.129707767434764,27.579280000000001,10.4194102960629,9.5677528480123595,5.5611950018388496,3.70786815199145,28.624164504806998,-0.81325347169235496
2021-11-03 21:02:37,-0.13049748206928199,27.573889999999999,10.419683891645001,9.5668810973828808,5.5603098396612296,3.7236532885701199,28.624431558065002,-0.61536700747749495
2021-11-03 21:02:38,-0.13117274530749001,27.573889999999999,10.418879198756301,9.5675624040286902,5.5611896372195897,3.7057851365786698,28.624393407599602,-0.71810621089576798
2021-11-03 21:02:39,-0.13760491377994999,27.576049999999999,10.419635610071699,9.5673531838776107,5.5610233340225799,3.78062261559591,28.6239584922936,-0.451243705173202
2021-11-03 21:02:40,-0.13485808026857801,27.576049999999999,10.4190669604303,9.5673505015679794,5.5604600490004596,3.69234854265222,28.624225545551699,-0.60582939111857603
2021-11-03 21:02:41,-0.13505264764230299,27.570930000000001,10.4187504478941,9.5672458914924494,5.5602883811841899,3.73524034793224,28.6236151381047,-0.63970700442545503
2021-11-03 21:02:42,-0.129604761178087,27.570930000000001,10.4186699786052,9.5675704509575805,5.5604600490004596,3.7608591484816101,28.624126354341499,-0.67919273615137699
2021-11-03 21:02:43,-0.131916679383487,27.591449999999998,10.419539046925101,9.5671385991072793,5.5608087492522502,3.71095833969175,28.623714329314801,-0.77819319395697195
2021-11-03 21:02:44,-0.13092095223561601,27.591449999999998,10.4198341009843,9.5672432091828199,5.5605029659545204,3.7388936365023699,28.623508316801502,-0.62219594079048501
2021-11-03 21:02:45,-0.129513200061039,27.589120000000001,10.419442483778401,9.5676294617694193,5.5601864534182797,3.7083854723027598,28.623790630245701,-0.92289790935448701
2021-11-03 21:02:46,-0.13047459179002099,27.589120000000001,10.418187162872,9.5671439637265401,5.5601918180375396,3.7216023195483001,28.623256523729601,-0.65225850755379999
2021-11-03 21:02:47,-0.13119563558675601,27.64171,10.4186807078437,9.5669132850984298,5.5604385905234297,3.7359362124217901,28.623233633450301,-0.622730047306572
